"Position","Const","Created","Modified","Description","Title","Original.Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","Your.Rating","Date.Rated"
5128,"tt4016934","2020-07-02","2020-07-02","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook","",""
5129,"tt0790636","2020-07-02","2020-07-02","","Dallas Buyers Club","Dallas Buyers Club","https://www.imdb.com/title/tt0790636/","Movie","7.9","117","2013","Biography, Drama","537386","2013-11-22","Jean-Marc Vallée","",""
5130,"tt8430054","2022-02-12","2022-02-12","","Flee","Flugt","https://www.imdb.com/title/tt8430054/","Movie","7.9","89","2021","Documentary, Animation, Biography, Drama","20676","2021-06-17","Jonas Poher Rasmussen","",""
5131,"tt1659337","2020-07-02","2020-07-02","","The Perks of Being a Wallflower","The Perks of Being a Wallflower","https://www.imdb.com/title/tt1659337/","Movie","7.9","103","2012","Drama","574940","2012-10-12","Stephen Chbosky","",""
5132,"tt3169706","2020-07-02","2020-07-02","","Pride","Pride","https://www.imdb.com/title/tt3169706/","Movie","7.8","119","2014","Biography, Comedy, Drama, History, Romance","63935","2014-09-12","Matthew Warchus","",""
5133,"tt14444726","2023-01-21","2023-01-21","","Tár","Tár","https://www.imdb.com/title/tt14444726/","Movie","7.4","158","2022","Drama, Music","105051","2022-10-28","Todd Field","",""
5134,"tt0120684","2021-05-13","2021-05-13","","Gods and Monsters","Gods and Monsters","https://www.imdb.com/title/tt0120684/","Movie","7.3","105","1998","Biography, Drama","33702","1998-11-04","Bill Condon","",""
5135,"tt0379725","2020-07-02","2020-07-02","","Capote","Capote","https://www.imdb.com/title/tt0379725/","Movie","7.3","114","2005","Biography, Crime, Drama, History","146236","2006-02-03","Bennett Miller","",""
5136,"tt2639344","2020-07-02","2020-07-02","","Love Is Strange","Love Is Strange","https://www.imdb.com/title/tt2639344/","Movie","6.7","94","2014","Drama, Romance","13574","2014-12-18","Ira Sachs","",""
5137,"tt0449059","2021-06-28","2021-06-28","","Little Miss Sunshine","Little Miss Sunshine","https://www.imdb.com/title/tt0449059/","Movie","7.8","101","2006","Comedy, Drama","541403","2006-08-18","Jonathan Dayton, Valerie Faris","",""
5138,"tt1616195","2020-07-02","2020-07-02","","J. Edgar","J. Edgar","https://www.imdb.com/title/tt1616195/","Movie","6.5","137","2011","Biography, Drama, Romance","136215","2011-11-11","Clint Eastwood","",""
5139,"tt1077258","2020-07-02","2020-07-02","","Planet Terror","Planet Terror","https://www.imdb.com/title/tt1077258/","Movie","7.0","105","2007","Action, Comedy, Horror, Thriller","229515","2007-04-06","Robert Rodriguez","",""
5140,"tt0166924","2020-07-02","2020-07-02","","Mulholland Drive","Mulholland Dr.","https://www.imdb.com/title/tt0166924/","Movie","7.9","147","2001","Drama, Mystery, Thriller","411000","2001-10-19","David Lynch","",""
5141,"tt5726616","2020-07-02","2020-07-02","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
5142,"tt0118845","2024-01-28","2024-01-28","","Happy Together","Chun gwong ja sit","https://www.imdb.com/title/tt0118845/","Movie","7.7","96","1997","Drama, Romance","36792","1997-05-30","Wong Kar-Wai","",""
5143,"tt0107818","2020-07-02","2020-07-02","","Philadelphia","Philadelphia","https://www.imdb.com/title/tt0107818/","Movie","7.7","125","1993","Drama","268088","1994-01-14","Jonathan Demme","",""
5144,"tt0340855","2020-07-02","2020-07-02","","Monster","Monster","https://www.imdb.com/title/tt0340855/","Movie","7.3","109","2003","Biography, Crime, Drama, Thriller","168793","2004-01-30","Patty Jenkins","",""
5145,"tt0109831","2020-07-02","2020-07-02","","Four Weddings and a Funeral","Four Weddings and a Funeral","https://www.imdb.com/title/tt0109831/","Movie","7.1","117","1994","Comedy, Drama, Romance","175431","1994-04-15","Mike Newell","",""
5146,"tt8649344","2024-02-13","2024-02-13","","Blue Jean","Blue Jean","https://www.imdb.com/title/tt8649344/","Movie","7.0","97","2022","Drama, History","6197","2022-12-10","Georgia Oakley","",""
5147,"tt1013753","2020-07-02","2020-07-02","","Milk","Milk","https://www.imdb.com/title/tt1013753/","Movie","7.5","128","2008","Biography, Drama, History","183483","2009-01-30","Gus Van Sant","",""
5148,"tt14859416","2024-01-24","2024-01-24","","Burning Days","Kurak Günler","https://www.imdb.com/title/tt14859416/","Movie","7.5","129","2022","Drama, Thriller","13794","2022-12-09","Emin Alper","",""
5149,"tt23561236","2024-05-11","2024-05-11","","American Fiction","American Fiction","https://www.imdb.com/title/tt23561236/","Movie","7.5","117","2023","Comedy, Drama","112425","2023-12-22","Cord Jefferson","",""
5150,"tt10832274","2022-06-25","2022-06-25","","Swan Song","Swan Song","https://www.imdb.com/title/tt10832274/","Movie","7.0","105","2021","Biography, Comedy, Drama","3924","2021-08-13","Todd Stephens","",""
5151,"tt0171804","2020-10-12","2020-10-12","","Boys Don't Cry","Boys Don't Cry","https://www.imdb.com/title/tt0171804/","Movie","7.5","118","1999","Biography, Crime, Drama, Romance","106289","2000-03-31","Kimberly Peirce","",""
5152,"tt10638522","2023-10-05","2023-10-05","","Talk to Me","Talk to Me","https://www.imdb.com/title/tt10638522/","Movie","7.1","95","2022","Horror, Thriller","191303","2023-07-28","Danny Philippou, Michael Philippou","",""
5153,"tt10293406","2022-01-01","2022-01-01","","The Power of the Dog","The Power of the Dog","https://www.imdb.com/title/tt10293406/","Movie","6.8","126","2021","Drama, Western","201346","2021-12-01","Jane Campion","",""
5154,"tt26440619","2024-03-06","2024-03-06","","Afire","Roter Himmel","https://www.imdb.com/title/tt26440619/","Movie","7.1","102","2023","Comedy, Drama, Romance","10098","2023-04-20","Christian Petzold","",""
5155,"tt8613070","2020-07-02","2020-07-02","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
5156,"tt5639354","2022-02-14","2022-02-14","","A Fantastic Woman","Una mujer fantástica","https://www.imdb.com/title/tt5639354/","Movie","7.2","104","2017","Drama","28136","2018-02-02","Sebastián Lelio","",""
5157,"tt2402927","2020-07-02","2020-07-02","","Carol","Carol","https://www.imdb.com/title/tt2402927/","Movie","7.3","118","2015","Drama, Romance","149704","2016-01-15","Todd Haynes","",""
5158,"tt0106332","2021-05-01","2021-05-01","","Farewell My Concubine","Ba wang bie ji","https://www.imdb.com/title/tt0106332/","Movie","8.1","171","1993","Drama, Music, Romance","35498","1993-10-15","Kaige Chen","",""
5159,"tt2278871","2020-07-02","2020-07-02","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5160,"tt16252698","2024-02-23","2024-02-23","","Passages","Passages","https://www.imdb.com/title/tt16252698/","Movie","6.6","91","2023","Drama, Romance","13953","2023-10-06","Ira Sachs","",""
5161,"tt0810819","2020-07-02","2020-07-02","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper","",""
5162,"tt0428672","2023-07-10","2023-07-10","","Unveiled","Fremde Haut","https://www.imdb.com/title/tt0428672/","Movie","6.9","97","2005","Drama","1096","2005-10-20","Angelina Maccarone","",""
5163,"tt1032755","2020-07-02","2020-07-02","","RocknRolla","RocknRolla","https://www.imdb.com/title/tt1032755/","Movie","7.2","114","2008","Action, Crime, Thriller","271621","2008-10-31","Guy Ritchie","",""
5164,"tt0305224","2020-07-02","2020-07-02","","Anger Management","Anger Management","https://www.imdb.com/title/tt0305224/","Movie","6.3","106","2003","Comedy","236195","2003-04-11","Peter Segal","",""
5165,"tt8286894","2021-02-19","2021-02-19","","Rafiki","Rafiki","https://www.imdb.com/title/tt8286894/","Movie","6.8","83","2018","Drama, Romance","3507","2019-04-19","Wanuri Kahiu","",""
5166,"tt0120679","2020-10-07","2020-10-07","","Frida","Frida","https://www.imdb.com/title/tt0120679/","Movie","7.3","123","2002","Biography, Drama, Romance","99404","2002-11-22","Julie Taymor","",""
5167,"tt6398184","2023-06-18","2023-06-18","","Downton Abbey","Downton Abbey","https://www.imdb.com/title/tt6398184/","Movie","7.4","122","2019","Drama, Romance","67451","2019-09-20","Michael Engler","",""
5168,"tt8359848","2023-10-29","2023-10-29","","Climax","Climax","https://www.imdb.com/title/tt8359848/","Movie","6.9","97","2018","Drama, Horror, Music, Thriller","86390","2019-03-15","Gaspar Noé","",""
5169,"tt8963708","2020-10-15","2020-10-15","","And Then We Danced","And Then We Danced","https://www.imdb.com/title/tt8963708/","Movie","7.6","113","2019","Drama, Romance","15268","2020-02-07","Levan Akin","",""
5170,"tt0218839","2025-07-10","2025-07-10","","Best in Show","Best in Show","https://www.imdb.com/title/tt0218839/","Movie","7.5","90","2000","Comedy","70280","2000-10-20","Christopher Guest","",""
5171,"tt0247196","2020-07-02","2020-07-02","","Before Night Falls","Before Night Falls","https://www.imdb.com/title/tt0247196/","Movie","7.1","133","2000","Biography, Drama, Romance","26865","2001-02-23","Julian Schnabel","",""
5172,"tt0144117","2024-02-15","2024-02-15","","The Boondock Saints","The Boondock Saints","https://www.imdb.com/title/tt0144117/","Movie","7.6","108","1999","Action, Crime, Thriller","258279","2000-01-21","Troy Duffy","",""
5173,"tt4975722","2024-02-15","2024-02-15","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins","",""
5174,"tt7008872","2024-02-15","2024-02-15","","Boy Erased","Boy Erased","https://www.imdb.com/title/tt7008872/","Movie","6.9","115","2018","Biography, Drama","45395","2018-11-08","Joel Edgerton","",""
5175,"tt19500164","2024-02-15","2024-02-15","","Nimona","Nimona","https://www.imdb.com/title/tt19500164/","Movie","7.5","101","2023","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller","58115","2023-06-30","Nick Bruno, Troy Quane","",""
5176,"tt0388795","2018-09-24","2018-09-24","","Brokeback Mountain","Brokeback Mountain","https://www.imdb.com/title/tt0388795/","Movie","7.7","134","2005","Drama, Romance","404694","2006-01-13","Ang Lee","",""
5177,"tt1013753","2018-09-24","2018-09-24","","Milk","Milk","https://www.imdb.com/title/tt1013753/","Movie","7.5","128","2008","Biography, Drama, History","183483","2009-01-30","Gus Van Sant","",""
5178,"tt0497465","2018-09-24","2018-09-24","","Vicky Cristina Barcelona","Vicky Cristina Barcelona","https://www.imdb.com/title/tt0497465/","Movie","7.1","96","2008","Comedy, Drama, Romance","276176","2008-08-15","Woody Allen","",""
5179,"tt1532503","2018-09-24","2018-09-24","","Beginners","Beginners","https://www.imdb.com/title/tt1532503/","Movie","7.2","105","2010","Comedy, Drama, Romance","96410","2011-06-09","Mike Mills","",""
5180,"tt0421994","2018-09-24","2018-09-24","","Imagine Me & You","Imagine Me & You","https://www.imdb.com/title/tt0421994/","Movie","6.8","90","2005","Comedy, Drama, Romance","38211","2006-05-25","Ol Parker","",""
5181,"tt0810819","2018-09-24","2018-09-24","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper","",""
5182,"tt2278871","2018-09-24","2018-09-24","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5183,"tt5073620","2018-09-24","2018-09-24","","Below Her Mouth","Below Her Mouth","https://www.imdb.com/title/tt5073620/","Movie","5.5","94","2016","Drama, Romance","15425","2017-04-28","April Mullen","",""
5184,"tt6108178","2018-09-24","2018-09-24","","Disobedience","Disobedience","https://www.imdb.com/title/tt6108178/","Movie","6.6","114","2017","Drama","38868","2018-04-27","Sebastián Lelio","",""
5185,"tt4975722","2018-09-24","2018-09-24","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins","",""
5186,"tt4225622","2018-09-24","2018-09-24","","The Babysitter","The Babysitter","https://www.imdb.com/title/tt4225622/","Movie","6.4","85","2017","Comedy, Horror","116900","2017-10-13","McG","",""
5187,"tt5726616","2018-09-24","2018-09-24","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
5188,"tt0340855","2018-09-24","2018-09-24","","Monster","Monster","https://www.imdb.com/title/tt0340855/","Movie","7.3","109","2003","Biography, Crime, Drama, Thriller","168793","2004-01-30","Patty Jenkins","",""
5189,"tt0116308","2018-09-24","2018-09-24","","Fire","Fire","https://www.imdb.com/title/tt0116308/","Movie","7.1","104","1996","Crime, Drama, Romance","6610","1997-08-22","Deepa Mehta","",""
5190,"tt0830570","2018-09-28","2018-09-28","","I Can't Think Straight","I Can't Think Straight","https://www.imdb.com/title/tt0830570/","Movie","6.4","82","2008","Drama, Romance","9837","2008-11-01","Shamim Sarif","",""
5191,"tt6257174","2018-11-09","2018-11-09","","The Miseducation of Cameron Post","The Miseducation of Cameron Post","https://www.imdb.com/title/tt6257174/","Movie","6.6","91","2018","Comedy, Drama","26951","2018-09-07","Desiree Akhavan","",""
5192,"tt0499041","2018-11-10","2018-11-10","","Kalyug","Kalyug","https://www.imdb.com/title/tt0499041/","Movie","6.5","126","2005","Action, Crime, Drama, Thriller","3446","2005-12-09","Mohit Suri","",""
5193,"tt1684226","2020-03-07","2020-03-07","","The Normal Heart","The Normal Heart","https://www.imdb.com/title/tt1684226/","TV Movie","7.9","132","2014","Biography, Drama, History, Romance","38894","2014-05-25","Ryan Murphy","",""
5194,"tt5121000","2020-03-08","2020-03-08","","Aligarh","Aligarh","https://www.imdb.com/title/tt5121000/","Movie","7.8","114","2015","Biography, Crime, Drama","8183","2016-02-26","Hansal Mehta","",""
5195,"tt8613070","2020-04-02","2020-04-02","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
5196,"tt10309906","2020-06-03","2020-06-03","","Shubh Mangal Zyada Saavdhan","Shubh Mangal Zyada Saavdhan","https://www.imdb.com/title/tt10309906/","Movie","5.8","117","2020","Comedy, Crime, Romance","11002","2020-02-21","Hitesh Kewalya","",""
5197,"tt8108164","2020-06-03","2020-06-03","","Ek Ladki Ko Dekha Toh Aisa Laga","Ek Ladki Ko Dekha Toh Aisa Laga","https://www.imdb.com/title/tt8108164/","Movie","5.6","120","2019","Crime, Drama","4970","2019-02-01","Shelly Chopra Dhar","",""
5198,"tt1727824","2020-06-22","2020-06-22","","Bohemian Rhapsody","Bohemian Rhapsody","https://www.imdb.com/title/tt1727824/","Movie","7.9","134","2018","Biography, Drama, Music","626308","2018-11-02","Bryan Singer","",""
5199,"tt2066051","2020-06-22","2020-06-22","","Rocketman","Rocketman","https://www.imdb.com/title/tt2066051/","Movie","7.3","121","2019","Biography, Drama, Music, Musical","204619","2019-05-31","Dexter Fletcher","",""
5200,"tt10514222","2021-01-04","2021-01-04","","Ma Rainey's Black Bottom","Ma Rainey's Black Bottom","https://www.imdb.com/title/tt10514222/","Movie","6.9","94","2020","Drama, Music","59753","2020-12-18","George C. Wolfe","",""
5201,"tt12861850","2022-01-20","2022-01-20","","Chandigarh Kare Aashiqui","Chandigarh Kare Aashiqui","https://www.imdb.com/title/tt12861850/","Movie","6.7","117","2021","Crime, Drama","15766","2021-12-10","Abhishek Kapoor","",""
5202,"tt11934846","2022-03-22","2022-03-22","","Badhaai Do","Badhaai Do","https://www.imdb.com/title/tt11934846/","Movie","7.0","147","2022","Comedy, Drama, Romance","22129","2022-02-11","Harshavardhan Kulkarni","",""
5203,"tt9176296","2022-03-22","2022-03-22","","Dolly Kitty and Those Twinkling Stars","Dolly Kitty Aur Woh Chamakte Sitare","https://www.imdb.com/title/tt9176296/","Movie","5.2","126","2019","Comedy, Drama","7958","2020-09-18","Alankrita Shrivastava","",""
5204,"tt14502344","2022-08-13","2022-08-13","","They/Them","They/Them","https://www.imdb.com/title/tt14502344/","Movie","4.0","104","2022","Drama, Horror, Mystery, Thriller","13235","2022-08-05","John Logan","",""
5205,"tt13139228","2022-12-04","2022-12-04","","My Policeman","My Policeman","https://www.imdb.com/title/tt13139228/","Movie","6.6","113","2022","Drama, Romance","24707","2022-11-04","Michael Grandage","",""
5206,"tt5123896","2023-07-19","2023-07-19","","Scream, Queen! My Nightmare on Elm Street","Scream, Queen! My Nightmare on Elm Street","https://www.imdb.com/title/tt5123896/","Movie","7.2","99","2019","Documentary, Horror","2169","2019-04-05","Roman Chimienti, Tyler Jensen","",""
5207,"tt19864958","2023-08-09","2023-08-09","","Maja Ma","Maja Ma","https://www.imdb.com/title/tt19864958/","Movie","6.2","134","2022","Comedy, Drama","2932","2022-10-06","Anand Tiwari","",""
5208,"tt1700841","2023-09-23","2023-09-23","","Sausage Party","Sausage Party","https://www.imdb.com/title/tt1700841/","Movie","6.1","89","2016","Animation, Adventure, Comedy, Fantasy","220931","2016-08-12","Greg Tiernan, Conrad Vernon","",""
