"Position","Const","Created","Modified","Description","Title","Original.Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors","Your.Rating","Date.Rated"
4997,"tt8613070","2025-06-09","2025-06-09","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
4998,"tt6958014","2025-06-17","2025-06-17","","Duck Butter","Duck Butter","https://www.imdb.com/title/tt6958014/","Movie","5.2","93","2018","Comedy, Drama, Romance","4926","2018-04-27","Miguel Arteta","",""
4999,"tt6108178","2025-07-20","2025-07-20","","Disobedience","Disobedience","https://www.imdb.com/title/tt6108178/","Movie","6.6","114","2017","Drama","38868","2018-04-27","Sebastián Lelio","",""
5000,"tt1906518","2022-09-24","2022-09-24","","Yes or No","Yes or No: Yaak Rak Gaw Rak Loey","https://www.imdb.com/title/tt1906518/","Movie","6.7","102","2010","Comedy, Romance","2163","2010-12-16","Sarasawadee Wongsompetch","",""
5001,"tt2234222","2022-09-24","2022-09-24","","Orphan Black","Orphan Black","https://www.imdb.com/title/tt2234222/","TV Series","8.3","44","2013","Drama, Sci-Fi, Thriller","120914","2013-03-30","","",""
5002,"tt1409004","2022-09-24","2022-09-24","","Bloomington","Bloomington","https://www.imdb.com/title/tt1409004/","Movie","5.8","83","2010","Drama","6458","2010-06-23","Fernanda Cardoso","",""
5003,"tt9683478","2022-09-24","2022-09-24","","The Half of It","The Half of It","https://www.imdb.com/title/tt9683478/","Movie","6.9","104","2020","Comedy, Drama","45827","2020-05-01","Alice Wu","",""
5004,"tt0810819","2022-09-24","2022-09-24","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper","",""
5005,"tt4016934","2022-09-24","2022-09-24","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook","",""
5006,"tt8613070","2022-09-24","2022-09-24","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
5007,"tt1859522","2022-09-24","2022-09-24","","Kiss Me","Kyss mig","https://www.imdb.com/title/tt1859522/","Movie","6.8","105","2011","Drama, Romance","12512","2011-07-29","Alexandra-Therese Keining","",""
5008,"tt5073620","2022-09-24","2022-09-24","","Below Her Mouth","Below Her Mouth","https://www.imdb.com/title/tt5073620/","Movie","5.5","94","2016","Drama, Romance","15425","2017-04-28","April Mullen","",""
5009,"tt5978724","2022-09-24","2022-09-24","","My Days of Mercy","My Days of Mercy","https://www.imdb.com/title/tt5978724/","Movie","6.5","108","2017","Drama, Romance","6505","2019-07-05","Tali Shalom-Ezer","",""
5010,"tt2278871","2022-09-24","2022-09-24","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5011,"tt5726616","2022-09-24","2022-09-24","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
5012,"tt2661044","2022-09-24","2022-09-24","","The 100","The 100","https://www.imdb.com/title/tt2661044/","TV Series","7.5","43","2014","Action, Drama, Sci-Fi","293782","2014-03-19","","",""
5013,"tt2402927","2022-09-24","2022-09-24","","Carol","Carol","https://www.imdb.com/title/tt2402927/","Movie","7.3","118","2015","Drama, Romance","149704","2016-01-15","Todd Haynes","",""
5014,"tt6108178","2022-09-26","2022-09-26","","Disobedience","Disobedience","https://www.imdb.com/title/tt6108178/","Movie","6.6","114","2017","Drama","38868","2018-04-27","Sebastián Lelio","",""
5015,"tt10610752","2022-10-02","2022-10-02","","He's Coming To Me","He's Coming To Me","https://www.imdb.com/title/tt10610752/","TV Mini Series","8.2","","2019","Comedy, Fantasy, Mystery, Romance","834","2019-03-07","","",""
5016,"tt6428698","2022-10-02","2022-10-02","","Sotus the Series","Sotus the Series","https://www.imdb.com/title/tt6428698/","TV Series","7.8","45","2016","Drama, Romance","2249","2016-08-20","","",""
5017,"tt12048276","2022-10-02","2022-10-02","","2gether","2gether","https://www.imdb.com/title/tt12048276/","TV Mini Series","7.6","50","2020","Comedy, Drama, Romance","5491","2020-02-21","","",""
5018,"tt13660938","2022-10-02","2022-10-02","","Bad Buddy","Bad Buddy","https://www.imdb.com/title/tt13660938/","TV Mini Series","8.7","45","2021","Comedy, Romance","7366","2021-10-29","","",""
5019,"tt7949218","2022-10-30","2022-10-30","","See","See","https://www.imdb.com/title/tt7949218/","TV Series","7.6","60","2019","Action, Drama, Sci-Fi","106755","2019-11-01","","",""
5020,"tt7772588","2022-11-05","2022-11-05","","For All Mankind","For All Mankind","https://www.imdb.com/title/tt7772588/","TV Series","8.1","60","2019","Drama, Sci-Fi","80696","2019-11-01","","",""
5021,"tt4061620","2022-11-05","2022-11-05","","Firebird","Firebird","https://www.imdb.com/title/tt4061620/","Movie","7.1","107","2021","Biography, Drama, Romance, War","14153","2021-10-29","Peeter Rebane","",""
5022,"tt4878326","2023-04-29","2023-04-29","","Wynonna Earp","Wynonna Earp","https://www.imdb.com/title/tt4878326/","TV Series","7.4","43","2016","Action, Drama, Fantasy, Horror, Mystery, Thriller, Western","25973","2016-04-01","","",""
5023,"tt9737326","2023-06-26","2023-06-26","","Invasion","Invasion","https://www.imdb.com/title/tt9737326/","TV Series","6.2","60","2021","Drama, Fantasy, Sci-Fi","49598","2021-10-22","","",""
5024,"tt9900092","2023-07-29","2023-07-29","","Motherland: Fort Salem","Motherland: Fort Salem","https://www.imdb.com/title/tt9900092/","TV Series","7.3","42","2020","Drama, Fantasy, Sci-Fi, Thriller","19655","2020-03-18","","",""
5025,"tt13111078","2023-10-10","2023-10-10","","Lioness","Lioness","https://www.imdb.com/title/tt13111078/","TV Series","7.8","42","2023","Action, Drama, Thriller","76519","2023-07-23","","",""
5026,"tt10229982","2023-11-24","2023-11-24","","My First Summer","My First Summer","https://www.imdb.com/title/tt10229982/","Movie","6.7","80","2020","Drama, Romance","3340","2021-03-02","Katie Found","",""
5027,"tt8522006","2023-12-26","2023-12-26","","Happiest Season","Happiest Season","https://www.imdb.com/title/tt8522006/","Movie","6.6","102","2020","Comedy, Romance","51000","2020-11-25","Clea DuVall","",""
5028,"tt15483276","2024-01-16","2024-01-16","","Harlan Coben's Shelter","Harlan Coben's Shelter","https://www.imdb.com/title/tt15483276/","TV Mini Series","6.6","","2023","Crime, Drama, Mystery, Thriller","11458","2023-08-18","","",""
5029,"tt0421994","2024-01-30","2024-01-30","","Imagine Me & You","Imagine Me & You","https://www.imdb.com/title/tt0421994/","Movie","6.8","90","2005","Comedy, Drama, Romance","38211","2006-05-25","Ol Parker","",""
5030,"tt30176429","2024-08-17","2024-08-17","","The Secret of Us","The Secret of Us","https://www.imdb.com/title/tt30176429/","TV Mini Series","8.3","","2024","Drama, Romance","2456","2024-06-24","","",""
5031,"tt24657706","2024-08-17","2024-08-17","","23.5","23.5","https://www.imdb.com/title/tt24657706/","TV Mini Series","8.0","","2024","Comedy, Romance","1423","2024-03-08","","",""
5032,"tt6800566","2024-08-18","2024-08-18","","Polarized","Polarized","https://www.imdb.com/title/tt6800566/","Movie","6.2","104","2023","Drama, Romance","715","2023-06-23","Shamim Sarif","",""
5033,"tt22072834","2025-03-08","2025-03-08","","My Tooth Your Love","My Tooth Your Love","https://www.imdb.com/title/tt22072834/","TV Mini Series","7.7","35","2022","Drama, Romance","642","2022-10-14","","",""
5034,"tt2402927","2023-01-16","2023-01-16","","Carol","Carol","https://www.imdb.com/title/tt2402927/","Movie","7.3","118","2015","Drama, Romance","149704","2016-01-15","Todd Haynes","",""
5035,"tt15420598","2023-01-16","2023-01-16","","Anne+","Anne+","https://www.imdb.com/title/tt15420598/","Movie","6.2","94","2021","Drama","2277","2022-02-11","Valerie Bisscheroux","",""
5036,"tt14967472","2023-03-30","2023-03-30","","Of an Age","Of an Age","https://www.imdb.com/title/tt14967472/","Movie","7.1","100","2022","Drama, Romance","4949","2023-04-07","Goran Stolevski","",""
5037,"tt6958014","2023-04-11","2023-04-11","","Duck Butter","Duck Butter","https://www.imdb.com/title/tt6958014/","Movie","5.2","93","2018","Comedy, Drama, Romance","4926","2018-04-27","Miguel Arteta","",""
5038,"tt5073620","2023-04-14","2023-04-14","","Below Her Mouth","Below Her Mouth","https://www.imdb.com/title/tt5073620/","Movie","5.5","94","2016","Drama, Romance","15425","2017-04-28","April Mullen","",""
5039,"tt10098620","2023-07-16","2023-07-16","","Feel Good","Feel Good","https://www.imdb.com/title/tt10098620/","TV Series","7.5","","2020","Comedy, Drama, Romance","14616","2020-03-19","","",""
5040,"tt8050586","2023-07-16","2023-07-16","","The Bisexual","The Bisexual","https://www.imdb.com/title/tt8050586/","TV Series","6.5","40","2018","Comedy, Drama, Romance","1494","2018-11-16","","",""
5041,"tt14444726","2023-07-16","2023-07-16","","Tár","Tár","https://www.imdb.com/title/tt14444726/","Movie","7.4","158","2022","Drama, Music","105051","2022-10-28","Todd Field","",""
5042,"tt11169050","2023-07-16","2023-07-16","","Supernova","Supernova","https://www.imdb.com/title/tt11169050/","Movie","6.9","95","2020","Drama, Romance","15644","2021-01-29","Harry Macqueen","",""
5043,"tt7008872","2023-07-16","2023-07-16","","Boy Erased","Boy Erased","https://www.imdb.com/title/tt7008872/","Movie","6.9","115","2018","Biography, Drama","45395","2018-11-08","Joel Edgerton","",""
5044,"tt4975722","2023-07-16","2023-07-16","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins","",""
5045,"tt4538072","2023-07-16","2023-07-16","","Black Mirror: San Junipero","Black Mirror: San Junipero","https://www.imdb.com/title/tt4538072/","TV Episode","8.5","61","2016","Crime, Drama, Mystery, Sci-Fi, Thriller","73691","2016-10-21","Owen Harris","",""
5046,"tt2372162","2023-07-17","2023-07-17","","Orange Is the New Black","Orange Is the New Black","https://www.imdb.com/title/tt2372162/","TV Series","8.0","60","2013","Comedy, Crime, Drama","330374","2013-07-11","","",""
5047,"tt0179116","2023-09-24","2023-09-24","","But I'm a Cheerleader","But I'm a Cheerleader","https://www.imdb.com/title/tt0179116/","Movie","6.8","85","1999","Comedy, Drama, Romance","48096","2000-08-11","Jamie Babbit","",""
5048,"tt0123865","2023-10-08","2023-10-08","","Gia","Gia","https://www.imdb.com/title/tt0123865/","TV Movie","6.9","120","1998","Biography, Drama, Romance","53166","1998-01-31","Michael Cristofer","",""
5049,"tt1013753","2023-10-08","2023-10-08","","Milk","Milk","https://www.imdb.com/title/tt1013753/","Movie","7.5","128","2008","Biography, Drama, History","183483","2009-01-30","Gus Van Sant","",""
5050,"tt0115736","2023-11-12","2023-11-12","","Bound","Bound","https://www.imdb.com/title/tt0115736/","Movie","7.3","109","1996","Crime, Thriller","64835","1996-10-04","Lana Wachowski, Lilly Wachowski","",""
5051,"tt2278871","2023-12-30","2023-12-30","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5052,"tt5726616","2024-01-14","2024-01-14","","Call Me by Your Name","Call Me by Your Name","https://www.imdb.com/title/tt5726616/","Movie","7.8","132","2017","Drama, Romance","343356","2018-01-19","Luca Guadagnino","",""
5053,"tt5164432","2024-02-24","2024-02-24","","Love, Simon","Love, Simon","https://www.imdb.com/title/tt5164432/","Movie","7.5","110","2018","Comedy, Drama, Romance","131265","2018-03-16","Greg Berlanti","",""
5054,"tt17527468","2024-03-03","2024-03-03","","Bottoms","Bottoms","https://www.imdb.com/title/tt17527468/","Movie","6.7","91","2023","Comedy","53470","2024-02-14","Emma Seligman","",""
5055,"tt11225626","2024-07-30","2024-07-30","","Am I OK?","Am I OK?","https://www.imdb.com/title/tt11225626/","Movie","6.1","86","2022","Comedy, Drama, Romance","12038","2024-06-06","Stephanie Allynne, Tig Notaro","",""
5056,"tt13139228","2025-04-22","2025-04-22","","My Policeman","My Policeman","https://www.imdb.com/title/tt13139228/","Movie","6.6","113","2022","Drama, Romance","24707","2022-11-04","Michael Grandage","",""
5057,"tt18559464","2025-04-22","2025-04-22","","My Old Ass","My Old Ass","https://www.imdb.com/title/tt18559464/","Movie","6.9","89","2024","Comedy, Drama, Romance","42645","2024-09-27","Megan Park","",""
5058,"tt0388795","2025-04-22","2025-04-22","","Brokeback Mountain","Brokeback Mountain","https://www.imdb.com/title/tt0388795/","Movie","7.7","134","2005","Drama, Romance","404694","2006-01-13","Ang Lee","",""
5059,"tt0110005","2025-04-22","2025-04-22","","Heavenly Creatures","Heavenly Creatures","https://www.imdb.com/title/tt0110005/","Movie","7.2","99","1994","Biography, Crime, Drama, Thriller","69589","1994-10-14","Peter Jackson","",""
5060,"tt0109045","2025-04-22","2025-04-22","","The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert","https://www.imdb.com/title/tt0109045/","Movie","7.5","104","1994","Comedy, Music","58800","1994-08-10","Stephan Elliott","",""
5061,"tt0407265","2025-04-22","2025-04-22","","Transamerica","Transamerica","https://www.imdb.com/title/tt0407265/","Movie","7.3","103","2005","Adventure, Comedy, Drama","42981","2006-03-03","Duncan Tucker","",""
5062,"tt21192142","2025-06-19","2025-06-19","","All of Us Strangers","All of Us Strangers","https://www.imdb.com/title/tt21192142/","Movie","7.6","105","2023","Drama, Romance","73037","2023-12-22","Andrew Haigh","",""
5063,"tt19637052","2025-07-08","2025-07-08","","Love Lies Bleeding","Love Lies Bleeding","https://www.imdb.com/title/tt19637052/","Movie","6.6","104","2024","Crime, Drama, Mystery, Romance, Thriller","59247","2024-05-03","Rose Glass","",""
5064,"tt31790091","2025-07-08","2025-07-08","","Black Mirror: Hotel Reverie","Black Mirror: Hotel Reverie","https://www.imdb.com/title/tt31790091/","TV Episode","6.7","76","2025","Crime, Drama, Mystery, Sci-Fi, Thriller","28980","2025-04-10","Haolu Wang","",""
5065,"tt22496012","2025-07-21","2025-07-21","","Jagged Mind","Jagged Mind","https://www.imdb.com/title/tt22496012/","Movie","4.5","88","2023","Horror, Thriller","1220","2023-06-15","Kelley Kali","",""
5066,"tt4080768","2020-01-17","2020-01-17","","Summertime","La belle saison","https://www.imdb.com/title/tt4080768/","Movie","6.7","105","2015","Drama, Romance","6075","2015-08-19","Catherine Corsini","",""
5067,"tt3289712","2020-05-17","2020-05-17","","Jenny's Wedding","Jenny's Wedding","https://www.imdb.com/title/tt3289712/","Movie","5.6","94","2015","Comedy, Drama, Romance","12319","2015-07-31","Mary Agnes Donoghue","",""
5068,"tt5584782","2020-06-19","2020-06-19","","Siebzehn","Siebzehn","https://www.imdb.com/title/tt5584782/","Movie","6.3","104","2017","Drama","709","2017-04-28","Monja Art","",""
5069,"tt0391537","2020-08-05","2020-08-05","","Wunschkinder und andere Zufälle","Wunschkinder und andere Zufälle","https://www.imdb.com/title/tt0391537/","TV Movie","3.5","90","2003","Comedy, Drama, Family, Romance","61","2003-11-28","Thomas Jacob","",""
5070,"tt1726889","2020-08-30","2020-08-30","","You Don't Choose Your Family","On ne choisit pas sa famille","https://www.imdb.com/title/tt1726889/","Movie","5.6","103","2011","Comedy","1897","2011-11-09","Christian Clavier","",""
5071,"tt11300676","2020-09-09","2020-09-09","","Bonnie & Bonnie","Bonnie & Bonnie","https://www.imdb.com/title/tt11300676/","Short","8.0","","2019","Short, Crime","10","2019-11-20","Lena Murisier","",""
5072,"tt9168992","2020-09-09","2020-09-09","","Bonnie & Bonnie","Bonnie & Bonnie","https://www.imdb.com/title/tt9168992/","Movie","5.9","90","2019","Drama, Romance","489","2019-10-24","Ali Hakim","",""
5073,"tt8613070","2021-10-05","2021-10-05","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
5074,"tt6304046","2021-11-11","2021-11-11","","Thelma","Thelma","https://www.imdb.com/title/tt6304046/","Movie","6.9","116","2017","Drama, Fantasy, Horror, Mystery, Romance, Sci-Fi, Thriller","38372","2017-09-15","Joachim Trier","",""
5075,"tt4016934","2021-11-12","2021-11-12","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook","",""
5076,"tt0051964","2022-01-28","2022-01-28","","Mädchen in Uniform","Mädchen in Uniform","https://www.imdb.com/title/tt0051964/","Movie","7.0","91","1958","Drama","1900","1958-11-05","Géza von Radványi","",""
5077,"tt6071168","2022-04-22","2022-04-22","","Cloud Whispers","Wer hat eigentlich die Liebe erfunden?","https://www.imdb.com/title/tt6071168/","Movie","5.8","92","2018","Comedy, Drama, Family","143","2018-05-03","Kerstin Polte","",""
5078,"tt6207634","2022-04-29","2022-04-29","","Eva + Candela","¿Cómo te llamas?","https://www.imdb.com/title/tt6207634/","Movie","5.7","89","2018","Drama","253","2018-11-01","Ruth Caudeli Martí","",""
5079,"tt0069753","2022-05-09","2022-05-09","","Baba Yaga","Baba Yaga","https://www.imdb.com/title/tt0069753/","Movie","5.7","89","1973","Drama, Horror","2530","1973-09-20","Corrado Farina","",""
5080,"tt2622156","2022-05-18","2022-05-18","","Two Mothers","Zwei Mütter","https://www.imdb.com/title/tt2622156/","Movie","5.5","75","2013","Drama","665","2013-05-30","Anne Zohra Berrached","",""
5081,"tt5978724","2022-05-19","2022-05-19","","My Days of Mercy","My Days of Mercy","https://www.imdb.com/title/tt5978724/","Movie","6.5","108","2017","Drama, Romance","6505","2019-07-05","Tali Shalom-Ezer","",""
5082,"tt2278871","2022-05-21","2022-05-21","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5083,"tt6257174","2022-05-21","2022-05-21","","The Miseducation of Cameron Post","The Miseducation of Cameron Post","https://www.imdb.com/title/tt6257174/","Movie","6.6","91","2018","Comedy, Drama","26951","2018-09-07","Desiree Akhavan","",""
5084,"tt0340855","2022-06-12","2022-06-12","","Monster","Monster","https://www.imdb.com/title/tt0340855/","Movie","7.3","109","2003","Biography, Crime, Drama, Thriller","168793","2004-01-30","Patty Jenkins","",""
5085,"tt8717446","2022-06-21","2022-06-21","","Blackbird","Blackbird","https://www.imdb.com/title/tt8717446/","Movie","6.6","97","2019","Drama","6417","2020-09-18","Roger Michell","",""
5086,"tt0842926","2022-08-21","2022-08-21","","The Kids Are All Right","The Kids Are All Right","https://www.imdb.com/title/tt0842926/","Movie","7.0","106","2010","Comedy, Drama, Romance","136365","2010-07-30","Lisa Cholodenko","",""
5087,"tt0937373","2022-08-23","2022-08-23","","Summer Lover","Sappho","https://www.imdb.com/title/tt0937373/","Movie","4.5","88","2008","Drama, Romance","1968","2008-03-05","Robert Crombie","",""
5088,"tt0108334","2022-08-31","2022-08-31","","Three of Hearts","Three of Hearts","https://www.imdb.com/title/tt0108334/","Movie","5.5","102","1993","Comedy, Romance","2265","1993-04-30","Yurek Bogayevicz, Mitch Glazer","",""
5089,"tt1324058","2022-09-02","2022-09-02","","Separation City","Separation City","https://www.imdb.com/title/tt1324058/","Movie","5.7","107","2009","Comedy, Drama, Romance","1005","2009-08-06","Paul Middleditch","",""
5090,"tt0118717","2022-09-15","2022-09-15","","The Big Swap","The Big Swap","https://www.imdb.com/title/tt0118717/","Movie","5.1","122","1998","Drama, Romance","493","1998-06-12","Niall Johnson","",""
5091,"tt9845110","2022-11-06","2022-11-06","","Two of Us","Deux","https://www.imdb.com/title/tt9845110/","Movie","7.2","99","2019","Drama, Romance","4190","2021-02-05","Filippo Meneghetti","",""
5092,"tt7983894","2023-04-29","2023-04-29","","Ammonite","Ammonite","https://www.imdb.com/title/tt7983894/","Movie","6.5","117","2020","Drama, History, Romance","25494","2020-11-13","Francis Lee","",""
5093,"tt1774668","2023-05-04","2023-05-04","","Walking Towards","Camminando verso","https://www.imdb.com/title/tt1774668/","Movie","4.9","74","2011","Drama","30","2011-06-25","Roberto Cuzzillo","",""
5094,"tt2967304","2024-04-19","2024-04-19","","20 Regeln für Sylvie","20 Regeln für Sylvie","https://www.imdb.com/title/tt2967304/","Movie","5.9","94","2014","Comedy, Romance","55","2014-09-18","Giacun Caduff","",""
5095,"tt9893250","2024-08-27","2024-08-27","","I Care a Lot","I Care a Lot","https://www.imdb.com/title/tt9893250/","Movie","6.4","118","2020","Comedy, Crime, Drama, Thriller","154820","2021-02-19","J Blakeson","",""
5096,"tt17965620","2024-09-01","2024-09-01","","Golden Years","Die goldenen Jahre","https://www.imdb.com/title/tt17965620/","Movie","6.4","92","2022","Comedy","213","2024-03-26","Barbara Kulcsar","",""
5097,"tt9253740","2024-09-13","2024-09-13","","Bulldog","Bulldog","https://www.imdb.com/title/tt9253740/","Movie","5.8","95","2022","Drama","186","2023-02-02","André Szardenings","",""
5098,"tt13328800","2025-04-22","2025-04-22","","Girl Picture","Tytöt tytöt tytöt","https://www.imdb.com/title/tt13328800/","Movie","6.9","100","2022","Drama, Romance","3303","2022-08-12","Alli Haapasalo","",""
5099,"tt15218000","2022-08-26","2022-08-26","","Fire Island","Fire Island","https://www.imdb.com/title/tt15218000/","Movie","6.7","105","2022","Comedy, Romance","15141","2022-06-03","Andrew Ahn","",""
5100,"tt14502344","2022-08-26","2022-08-26","","They/Them","They/Them","https://www.imdb.com/title/tt14502344/","Movie","4.0","104","2022","Drama, Horror, Mystery, Thriller","13235","2022-08-05","John Logan","",""
5101,"tt10638036","2022-08-26","2022-08-26","","Heartstopper","Heartstopper","https://www.imdb.com/title/tt10638036/","TV Series","8.5","30","2022","Drama, Romance","88135","2022-04-22","","",""
5102,"tt1702014","2022-08-26","2022-08-26","","The Way He Looks","Hoje Eu Quero Voltar Sozinho","https://www.imdb.com/title/tt1702014/","Movie","7.9","96","2014","Drama, Romance","28854","2014-11-07","Daniel Ribeiro","",""
5103,"tt2278871","2022-08-26","2022-08-26","","Blue Is the Warmest Colour","La vie d'Adèle","https://www.imdb.com/title/tt2278871/","Movie","7.7","180","2013","Drama, Romance","169701","2013-10-09","Abdellatif Kechiche","",""
5104,"tt0476991","2022-08-26","2022-08-26","","Were the World Mine","Were the World Mine","https://www.imdb.com/title/tt0476991/","Movie","6.8","95","2008","Adventure, Comedy, Fantasy, Musical, Romance","6015","2009-05-14","Tom Gustafson","",""
5105,"tt6257174","2022-08-26","2022-08-26","","The Miseducation of Cameron Post","The Miseducation of Cameron Post","https://www.imdb.com/title/tt6257174/","Movie","6.6","91","2018","Comedy, Drama","26951","2018-09-07","Desiree Akhavan","",""
5106,"tt0367631","2022-08-26","2022-08-26","","D.E.B.S.","D.E.B.S.","https://www.imdb.com/title/tt0367631/","Movie","5.5","91","2004","Action, Comedy, Romance","19070","2005-03-25","Angela Robinson","",""
5107,"tt4016934","2022-08-27","2022-08-27","","The Handmaiden","Ah-ga-ssi","https://www.imdb.com/title/tt4016934/","Movie","8.1","145","2016","Drama, Romance, Thriller","191180","2017-09-02","Park Chan-wook","",""
5108,"tt0179116","2022-08-27","2022-08-27","","But I'm a Cheerleader","But I'm a Cheerleader","https://www.imdb.com/title/tt0179116/","Movie","6.8","85","1999","Comedy, Drama, Romance","48096","2000-08-11","Jamie Babbit","",""
5109,"tt14775784","2022-09-16","2022-09-16","","Great Freedom","Große Freiheit","https://www.imdb.com/title/tt14775784/","Movie","7.5","116","2021","Drama","8358","2022-05-06","Sebastian Meise","",""
5110,"tt8480678","2022-10-02","2022-10-02","","Pinocchio: A True Story","Pinokkio. Pravdivaya istoriya","https://www.imdb.com/title/tt8480678/","Movie","3.2","94","2021","Animation, Family, Fantasy","1953","2022-02-17","Vasiliy Rovenskiy","",""
5111,"tt8613070","2023-01-01","2023-01-01","","Portrait of a Lady on Fire","Portrait de la jeune fille en feu","https://www.imdb.com/title/tt8613070/","Movie","8.0","122","2019","Drama, Romance","120837","2020-02-14","Céline Sciamma","",""
5112,"tt4975722","2023-01-01","2023-01-01","","Moonlight","Moonlight","https://www.imdb.com/title/tt4975722/","Movie","7.4","111","2016","Drama","343800","2016-11-18","Barry Jenkins","",""
5113,"tt8430054","2023-01-01","2023-01-01","","Flee","Flugt","https://www.imdb.com/title/tt8430054/","Movie","7.9","89","2021","Documentary, Animation, Biography, Drama","20676","2021-06-17","Jonas Poher Rasmussen","",""
5114,"tt1489887","2023-01-05","2023-01-05","","Booksmart","Booksmart","https://www.imdb.com/title/tt1489887/","Movie","7.1","102","2019","Comedy","137575","2019-05-24","Olivia Wilde","",""
5115,"tt0115685","2023-01-05","2023-01-05","","The Birdcage","The Birdcage","https://www.imdb.com/title/tt0115685/","Movie","7.2","117","1996","Comedy","109791","1996-03-08","Mike Nichols","",""
5116,"tt1650048","2023-01-05","2023-01-05","","Laurence Anyways","Laurence Anyways","https://www.imdb.com/title/tt1650048/","Movie","7.6","168","2012","Drama, Romance","22835","2013-06-28","Xavier Dolan","",""
5117,"tt0810819","2023-01-05","2023-01-05","","The Danish Girl","The Danish Girl","https://www.imdb.com/title/tt0810819/","Movie","7.1","119","2015","Biography, Drama","204073","2016-01-22","Tom Hooper","",""
5118,"tt7008872","2023-03-30","2023-03-30","","Boy Erased","Boy Erased","https://www.imdb.com/title/tt7008872/","Movie","6.9","115","2018","Biography, Drama","45395","2018-11-08","Joel Edgerton","",""
5119,"tt0150662","2023-09-06","2023-09-06","","Show Me Love","Fucking Åmål","https://www.imdb.com/title/tt0150662/","Movie","7.5","89","1998","Comedy, Drama, Romance","57073","1998-10-23","Lukas Moodysson","",""
5120,"tt8286894","2023-10-01","2023-10-01","","Rafiki","Rafiki","https://www.imdb.com/title/tt8286894/","Movie","6.8","83","2018","Drama, Romance","3507","2019-04-19","Wanuri Kahiu","",""
5121,"tt10172266","2023-10-01","2023-10-01","","Red, White & Royal Blue","Red, White & Royal Blue","https://www.imdb.com/title/tt10172266/","Movie","7.0","118","2023","Comedy, Romance","58971","2023-08-11","Matthew López","",""
5122,"tt17527468","2023-12-27","2023-12-27","","Bottoms","Bottoms","https://www.imdb.com/title/tt17527468/","Movie","6.7","91","2023","Comedy","53470","2024-02-14","Emma Seligman","",""
5123,"tt8522006","2023-12-27","2023-12-27","","Happiest Season","Happiest Season","https://www.imdb.com/title/tt8522006/","Movie","6.6","102","2020","Comedy, Romance","51000","2020-11-25","Clea DuVall","",""
5124,"tt19637052","2024-06-02","2024-06-02","","Love Lies Bleeding","Love Lies Bleeding","https://www.imdb.com/title/tt19637052/","Movie","6.6","104","2024","Crime, Drama, Mystery, Romance, Thriller","59247","2024-05-03","Rose Glass","",""
5125,"tt24244436","2024-07-13","2024-07-13","","Housekeeping for Beginners","Domakinstvo za pocetnici","https://www.imdb.com/title/tt24244436/","Movie","6.9","107","2023","Comedy, Drama","1219","2024-06-07","Goran Stolevski","",""
5126,"tt21192142","2024-02-25","2024-02-25","","All of Us Strangers","All of Us Strangers","https://www.imdb.com/title/tt21192142/","Movie","7.6","105","2023","Drama, Romance","73037","2023-12-22","Andrew Haigh","",""
5127,"tt0388795","2021-11-27","2021-11-27","","Brokeback Mountain","Brokeback Mountain","https://www.imdb.com/title/tt0388795/","Movie","7.7","134","2005","Drama, Romance","404694","2006-01-13","Ang Lee","",""
