Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
57,tt0056923,2019-12-05,2020-08-07,"Audio Commentary by Stanley Donen and screenwriter Peter Stone The Films of Stanley Donen: A selected filmography, with an introduction by Donen biographer Stephen M. Silverman Peter Stone's career highlights Original theatrical trailer","Charade","Charade",https://www.imdb.com/title/tt0056923/,Movie,7.8,113,1963,"Comedy, Mystery, Romance, Thriller",90448,1963-12-05,"Stanley Donen",,
58,tt0054167,2019-12-05,2020-08-07,"Audio Commentary by film theorist Laura Mulvey Stills gallery of rare behind-the-scenes production photos A Very British Psycho, directed by Chris Rodley: the Channel 4 U.K. documentary about the life of screenwriter Leo Marks, as well as the making and critical reception of Peeping Tom Original theatrical trailer","Peeping Tom","Peeping Tom",https://www.imdb.com/title/tt0054167/,Movie,7.6,101,1960,"Drama, Horror, Thriller",42316,1960-05-16,"Michael Powell",,
59,tt0071910,2019-12-05,2020-08-07,"New interview with director Liliana Cavani Women of the Resistance, a fifty-minute 1965 documentary by Cavani composed of interviews with female partisans who survived the German invasion of Italy, with an introduction by the filmmaker","The Night Porter","Il portiere di notte",https://www.imdb.com/title/tt0071910/,Movie,6.6,118,1974,"Drama",15859,1974-10-01,"Liliana Cavani",,
60,tt0077711,2019-12-05,2020-08-07,"Audio Commentary by film historian Peter Cowie, author of Ingmar Bergman: A Critical Biography Theatrical trailer Introduction by Ingmar Bergman from 2003 The Making of “Autumn Sonata,” a three-and-a-half-hour program examining every aspect of the production New interview with actor Liv Ullmann A 1981 conversation between actor Ingrid Bergman and critic John Russell Taylor at the National Film Theatre in London","Autumn Sonata","Höstsonaten",https://www.imdb.com/title/tt0077711/,Movie,8.1,99,1978,"Drama, Music",40428,1978-10-18,"Ingmar Bergman",,
61,tt0079470,2019-12-05,2020-08-07,"Audio Commentary by Terry Gilliam, Eric Idle, and Terry Jones Audio Commentary by John Cleese and Michael Palin Original theatrical trailer Five rarely seen deleted scenes with audio commentary by the Pythons Four original British radio ads Documentary film The Pythons, shot on location during the making of Life of Brian","Monty Python's Life of Brian","Life of Brian",https://www.imdb.com/title/tt0079470/,Movie,8.0,94,1979,"Comedy",430027,1979-08-17,"Terry Jones",,
62,tt0019254,2019-12-05,2020-08-07,"Audio Commentary by Casper Tybjerg, Dreyer scholar from the University of Copenhagen Production notes The film is accompanied by Richard Einhorn's Voices of Light, an original orchestral work inspired by the film and performed by renowned choral ensemble Anonymous 4, the Nederlands Radio Choir and the Nederlands Radio Philharmonic Notes on Voices of Light, including interviews, essays, photographs and medieval texts used for the libretto Interactive essay on the film's production and the life and trial of Joan of Arc Multimedia history of the film's many versions New interview with Einhorn New conversation between Gregory and Utley New video essay by Tybjerg exploring the debate over the film’s frame rate Interview from 1995 with actor Renée Falconetti’s daughter and biographer, Hélène Falconetti","The Passion of Joan of Arc","La passion de Jeanne d'Arc",https://www.imdb.com/title/tt0019254/,Movie,8.1,114,1928,"Biography, Drama, History",65842,1928-10-25,"Carl Theodor Dreyer",,
63,tt0055830,2019-12-05,2020-08-07,"Selected-scene Audio Commentary by screenwriter John Clifford and director Herk Harvey The Movie That Wouldn't Die! The Story of the Carnival of Souls, a documentary on the 1989 reunion of the cast and crew More than 45 minutes of rare outtakes accompanied by Gene Moore's organ score Theatrical trailer An illustrated history of the Saltair resort in Salt Lake City The Carnival Tour, a video update on the film's locations One hour of excerpts from films made by the Centron corporation, an industrial film company based in Lawrence, Kansas that employed Harvey and Clifford for over 30 years New interview with writer and comedian Dana Gould New video essay by film critic David Cairns","Carnival of Souls","Carnival of Souls",https://www.imdb.com/title/tt0055830/,Movie,7.0,78,1962,"Horror, Mystery",29965,1962-11-02,"Herk Harvey",,
64,tt0041959,2019-12-05,2020-08-07,"Audio Commentary by filmmaker Steven Soderbergh and screenwriter Tony Gilroy Audio Commentary by film scholar Dana Polan Video introduction by writer-director Peter Bogdanovich Abridged recording of Graham Greene's treatment, read by actor Richard Clarke The Third Man on the radio: (1) the 1951 A Ticket to Tangiers episode of The Lives of Harry Lime series, written and performed by Orson Welles; and (2) the 1951 Lux Radio Theatre adaptation of The Third Man Joseph Cotten's alternate opening voiceover narration for the U.S. version Archival footage of composer Anton Karas and the film's famous sewer location A collection of rare behind-the-scenes photos, with a brief production history Original and re-release theatrical trailers Shadowing The Third Man (2005), a ninety-minute feature documentary on the making of the film Graham Greene: The Hunted Man, an hour-long, 1968 episode of the BBC's Omnibus series, featuring a rare interview with the novelist Who Was the Third Man? (2000), a thirty-minute Austrian documentary featuring interviews with cast and crew","The Third Man","The Third Man",https://www.imdb.com/title/tt0041959/,Movie,8.1,104,1949,"Drama, Film-Noir, Mystery, Thriller",190934,1950-02-01,"Carol Reed",,
65,tt0128445,2019-12-05,2020-08-07,"Audio Commentary by co-writer/director Wes Anderson, co-writer Owen Wilson and star Jason Schwartzman Production notes Theatrical trailer(s) Wes Anderson's Hand-Drawn Storyboards, Plus a Film-To-Storyboard Comparison Cast Audition Footage: Jason Schwartzman, Sara Tanaka, Stephen McCole, Ronnie & Keith McCawley and Mason Gamble Featurettes: The Making of Rushmore, an exclusive behind-the-scenes documentary by Eric Chase Anderson & The Charlie Rose Show, featuring Wes Anderson and Bill Murray Max Fischer Players Present: Theatrical adaptations of Armageddon, The Truman Show & Out of Sight, stage especially for the 1999 MTV Movie Awards","Rushmore","Rushmore",https://www.imdb.com/title/tt0128445/,Movie,7.6,93,1998,"Comedy, Drama, Romance",204493,1999-02-19,"Wes Anderson",,
66,tt0021331,2019-12-05,2020-08-08,"A collection of rare behind-the-scenes photos Edgardo Cozarinsky’s renowned 66-minute 1984 documentary Cocteau: Autoportrait d’un Inconnu (Autobiography of an Unknown) A transcript of Cocteau’s lecture given at a 1932 screening of Blood of a Poet, and a 1946 essay by Cocteau A Cocteau bibliofilmography","The Blood of a Poet","Le sang d'un poète",https://www.imdb.com/title/tt0021331/,Movie,7.2,55,1932,"Fantasy",7775,2010-05-20,"Jean Cocteau",,
67,tt0041719,2019-12-05,2020-08-08,"Audio Commentary by French-film scholar James S. Williams Jean Cocteau: Autobiography of an Unknown (1984), a feature-length documentary Jean Cocteau and His Tricks (2008), a video interview with assistant director Claude Pinoteau 40 Minutes with Jean Cocteau (1957), an interview with the director In Search of Jazz (1956), an interview with Cocteau on the use of jazz in the film La villa Santo-Sospir (1951), a 16 mm color film by Cocteau Gallery of images by French-film portrait photographer Roger Corbeau Raw newsreel footage from 1950 of the Saint-Cyr military academy ruins, a location used in the film Theatrical trailer","Orpheus","Orphée",https://www.imdb.com/title/tt0041719/,Movie,7.8,112,1950,"Drama, Fantasy, Romance",14086,1950-11-29,"Jean Cocteau",,
68,tt0054377,2019-12-05,2020-08-08,"Villa Santo Sospir, a 16 mm color film by Cocteau featuring many of the locations used in The Testament of Orpheus A collection of Cocteau’s writings on the film A Cocteau bibliofilmography","Testament of Orpheus","Le testament d'Orphée ou ne me demandez pas pourquoi",https://www.imdb.com/title/tt0054377/,Movie,7.2,79,1960,"Biography, Fantasy",3968,1960-02-18,"Jean Cocteau",,
69,tt0095497,2019-12-05,2020-08-08,"Audio Commentary by director Martin Scorsese, actor Willem Dafoe, and writers Paul Schrader and Jay Cocks Galleries of production stills, research materials, and costume designs Location production footage shot by Scorsese Interview with composer Peter Gabriel, with a stills gallery of traditional instruments used in the score","The Last Temptation of Christ","The Last Temptation of Christ",https://www.imdb.com/title/tt0095497/,Movie,7.5,164,1988,"Drama",66211,1988-08-12,"Martin Scorsese",,
70,tt0073822,2019-12-05,2020-08-08,"Interview with director Ingmar Bergman recorded in 1974 for Swedish television New interview with film scholar Peter Cowie Tystnad! Tagning! Trollflöjten! (1975), a feature-length documentary produced for Swedish television about the making of the film","The Magic Flute","Trollflöjten",https://www.imdb.com/title/tt0073822/,TV Movie,7.4,135,1975,"Comedy, Fantasy, Music, Romance",5565,1975-10-04,"Ingmar Bergman",,
71,tt0022150,2019-12-05,2020-08-08,"A rare American television interview with René Clair","Le Million","Le million",https://www.imdb.com/title/tt0022150/,Movie,7.3,91,1931,"Comedy, Musical",3986,1931-02-04,"René Clair",,
72,tt0055852,2019-12-05,2020-08-08,"Remembrances (2005), a documentary on the making of the film, featuring interviews with Varda and actors Corinne Marchand and Antoine Bourseiller Gallery of paintings by Hans Baldung Grien, whose work inspired the character of Cléo Excerpt from a 1993 French television program featuring Madonna and Varda talking about the film Cléo's Real Path Through Paris (2005), a short film retracing, on a motorcycle, Cléo's steps through Paris Les fiancés du pont Macdonald (1961), a short film directed by Varda, featuring some of her new wave colleagues, with Varda explaining why the film was featured in Cléo L’opéra Mouffe (1958), an early short by Varda, with a score by Georges Delerue Theatrical trailer","Cléo from 5 to 7","Cléo de 5 à 7",https://www.imdb.com/title/tt0055852/,Movie,7.8,90,1962,"Comedy, Drama, Music",29890,1962-04-11,"Agnès Varda",,
73,tt0089960,2019-12-05,2020-08-08,"Remembrances (2003), a documentary on the making of the film, including interviews with Sandrine Bonnaire and other cast members The Story of an Old Lady (2003), a short piece in which Varda revisits actress Marthe Jarnias, who plays the old aunt in the film Music and Dolly Shots, (2003), a conversation between Varda and composer Joanna Bruzdowicz A 1986 radio interview with Varda and writer Nathalie Sarraute, who inspired the film Theatrical trailer","Vagabond","Sans toit ni loi",https://www.imdb.com/title/tt0089960/,Movie,7.6,105,1985,"Drama",14952,1986-05-16,"Agnès Varda",,
74,tt0118842,2019-12-05,2020-08-08,"Scene-specific Audio Commentary by Kevin Smith, actors Ben Affleck and Jason Mewes, associate producer Robert Hawk, Miramax executive Jon Gordon, and View Askew historian Vincent Pereira Ten deleted scenes, plus outtakes Trailer Special video introductions from the cast and crew The Askewniverse Legend: a guide to the characters in the “New Jersey Trilogy”","Chasing Amy","Chasing Amy",https://www.imdb.com/title/tt0118842/,Movie,7.2,113,1997,"Comedy, Drama, Romance",146817,1997-04-18,"Kevin Smith",,
75,tt0037558,2019-12-05,2020-08-08,"Audio Commentary by film historian Bruce Eder Interview from 2012 with Noël Coward scholar Barry Day A Profile of “Brief Encounter,” a short documentary from 2000 on the making of the film David Lean: A Self Portrait, a 1971 television documentary on Lean’s career Restored theatrical trailer","Brief Encounter","Brief Encounter",https://www.imdb.com/title/tt0037558/,Movie,8.0,86,1945,"Drama, Romance",46924,1946-08-24,"David Lean",,
76,tt0049189,2019-12-05,2020-08-08,"U.S. theatrical trailer","...And God Created Woman","Et Dieu... créa la femme",https://www.imdb.com/title/tt0049189/,Movie,6.3,90,1956,"Drama, Romance",9941,1957-10-21,"Roger Vadim",,
77,tt0032234,2019-12-05,2020-08-08,,"The Bank Dick","The Bank Dick",https://www.imdb.com/title/tt0032234/,Movie,7.1,72,1940,"Comedy",8049,1940-11-29,"Edward F. Cline",,
78,tt0327230,2019-12-05,2020-08-08,"The Pool Sharks (1915) The Golf Specialist (1930) The Dentist (1932) The Pharmacist (1933) The Fatal Glass of Beer (1933) The Barber Shop (1933)","W.C. Fields: 6 Short Films","W.C. Fields: 6 Short Films",https://www.imdb.com/title/tt0327230/,Video,7.3,,2000,"Documentary",108,,,,
79,tt0087280,2019-12-05,2020-08-08,"Stig Björkman’s critically acclaimed 52-minute documentary Tranceformer: A Portrait of Lars von Trier (1997), with optional English subtitles Trailer","The Element of Crime","Forbrydelsens element",https://www.imdb.com/title/tt0087280/,Movie,6.7,104,1984,"Crime, Drama, Thriller",11902,1984-05-14,"Lars von Trier",,
80,tt0042692,2019-12-05,2019-12-05,,"Variety Lights","Luci del varietà",https://www.imdb.com/title/tt0042692/,Movie,7.1,97,1950,"Drama, Music, Romance",4164,1953-12-17,"Federico Fellini, Alberto Lattuada",,
81,tt0040416,2019-12-05,2019-12-05,,"Hamlet","Hamlet",https://www.imdb.com/title/tt0040416/,Movie,7.5,154,1948,"Drama",19331,1948-06-11,"Laurence Olivier",,
82,tt0070155,2019-12-05,2020-08-08,"Audio Commentary by Perry Henzell and star Jimmy Cliff Exclusive video interview with Island Records founder Chris Blackwell","The Harder They Come","The Harder They Come",https://www.imdb.com/title/tt0070155/,Movie,6.9,120,1972,"Crime, Drama, Music",7348,1976-04-14,"Perry Henzell",,
83,tt0053134,2019-12-05,2020-08-08,"I Was Born, But . . ., Yasujiro Ozu’s 1932 silent comedy, with a 2008 score by Donald Sosin New interview with film scholar David Bordwell New video essay on Ozu’s use of humor by critic David Cairns Fragment of A Straightforward Boy, a 1929 silent film by Ozu","Good Morning","Ohayô",https://www.imdb.com/title/tt0053134/,Movie,7.8,94,1959,"Comedy, Drama, Family",11871,1962-02,"Yasujirô Ozu",,
